time,flux [mJy],error
0.0,3.947363017632085e-27,0.009974423110754091
1.0,3.949399616220598e-27,0.04415608373767523
2.0,3.951062009272741e-27,0.009915433322799998
3.0,3.952216238311485e-27,0.06315447081509198
4.0,3.9529992748585064e-27,0.027781340512698767
5.0,3.953150459163431e-27,0.048497599149876974
6.0,3.953252084315681e-27,0.006721953522568946
7.0,3.952657677807168e-27,0.02669455477077833
8.0,3.951205053559523e-27,0.04215836410572292
9.0,3.949008488475039e-27,0.012929686621565345
10.0,3.946006346671173e-27,0.025071172036361694
11.0,3.9431396212280995e-27,0.04598346086328811
12.0,3.9404688560739914e-27,0.03397263084677438
13.0,3.937953446916259e-27,0.023385669173956184
14.0,3.935173351069347e-27,0.01790015289074746
15.0,3.932727706589529e-27,0.050238915544522644
16.0,3.929988762690437e-27,0.021230250595577448
17.0,3.9265271431144604e-27,0.04445468579809457
18.0,3.923109615235423e-27,0.00937898934018102
19.0,3.919603433361487e-27,0.06840459297135534
20.0,3.916365230436997e-27,0.1246855166254842
21.0,3.9133968870930924e-27,0.010325347723440154
22.0,3.911022799351549e-27,0.017064992284978247
23.0,3.908806110279967e-27,0.04637732085272475
24.0,3.906437351409762e-27,0.03199650099240741
25.0,3.904322615290442e-27,0.05163470862493156
26.0,3.901917220350121e-27,0.063157920298009
27.0,3.899089932961408e-27,0.03528963204624219
28.0,3.895803223885601e-27,0.01066141172651541
29.0,3.892178764798099e-27,0.006749600896931485
30.0,3.888116847189502e-27,0.0038363956070926806
31.0,3.8832169300402774e-27,0.0009011911339825636
32.0,3.877591726348416e-27,0.04583935995929493
33.0,3.870570021013115e-27,0.06482622949794163
34.0,3.862966751582738e-27,0.024984240676906633
35.0,3.854131062287087e-27,0.007618918324444288
36.0,3.844151228164525e-27,0.06797843644936935
37.0,3.833465334050422e-27,0.028082978734071225
38.0,3.8219649051034676e-27,0.0646111658955064
39.0,3.8106279514324865e-27,0.010337230351184234
40.0,3.798813243403759e-27,0.004777398404261152
41.0,3.7870955694700526e-27,0.05204058845355136
42.0,3.775523316235383e-27,0.011300803982045957
43.0,3.7637338258349246e-27,0.07604643145764153
44.0,3.752251260128794e-27,0.03925238307343733
45.0,3.74094011340577e-27,0.061644144705769614
46.0,3.730205768338411e-27,0.022889320779966593
47.0,3.7202697429995564e-27,0.05447369528078497
48.0,3.7118614027641815e-27,0.027106387201114357
49.0,3.705071360794498e-27,0.09094104988485271
50.0,3.699449286982832e-27,0.02176525177796795
51.0,3.6948801863755105e-27,0.052267080526066045
52.0,3.691665862114653e-27,0.04667320041561885
53.0,3.6896184898330906e-27,0.0431303266745998
54.0,3.688680105938925e-27,0.05714397988326447
55.0,3.687920881992015e-27,0.02092063367525121
56.0,3.687531766714241e-27,0.04271267048471411
57.0,3.68706260900341e-27,0.013931172693832324
58.0,3.686664195325702e-27,0.1133370908048482
59.0,3.6861695164687065e-27,0.0671145920565369
60.0,3.685945174511396e-27,0.0018273711726673474
61.0,3.685932330560716e-27,0.03199883507974937
62.0,3.6863960296605594e-27,0.013826684472305884
63.0,3.686978275193539e-27,0.031203961721654384
64.0,3.687376655546857e-27,0.04709557180597783
65.0,3.687558610043737e-27,0.06095158072143182
66.0,3.687529687621421e-27,0.04770256388547039
67.0,3.687401841987814e-27,0.09074689875881878
68.0,3.687995740188937e-27,0.029400737063494567
69.0,3.688851114670703e-27,0.026145241257078823
70.0,3.689648299366004e-27,0.09117455694643306
71.0,3.690425719985584e-27,0.028993918042943045
72.0,3.690986641204983e-27,0.02009749380676858
73.0,3.691537420093403e-27,0.12353077627021017
74.0,3.6913226637215216e-27,0.11038062995002221
75.0,3.6907063958860775e-27,0.003665423019881084
76.0,3.689755206436324e-27,0.042453713829994154
77.0,3.6885811890647505e-27,0.009488416999334448
78.0,3.6869723105517575e-27,0.004540171951012161
79.0,3.685029422572746e-27,0.06842199998405031
80.0,3.682284064505689e-27,0.01964247273081421
81.0,3.678885482756794e-27,0.07546934690643593
82.0,3.674761777285184e-27,0.046761731734469056
83.0,3.670274311199806e-27,0.08409323061773863
84.0,3.664986924337227e-27,0.015280636105272197
85.0,3.659592197953895e-27,0.04932245444475542
86.0,3.65462478731816e-27,0.006336649424936125
87.0,3.6490638715853615e-27,0.17147789887615617
88.0,3.643616251988637e-27,0.041899885728252095
89.0,3.6384782715444436e-27,0.011822811135374445
90.0,3.6332789252259226e-27,0.000734348952635993
91.0,3.62803045648046e-27,0.014513580012144473
92.0,3.622777340310564e-27,0.01860520827421907
93.0,3.6174456750683104e-27,0.026109719424360158
94.0,3.611997980496219e-27,0.005073482186202187
95.0,3.6058697760956005e-27,0.0009655779141134575
96.0,3.599916817737431e-27,0.007368371733247822
97.0,3.5943560247243314e-27,0.07747232322281755
98.0,3.588724395507446e-27,0.026995187526778854
99.0,3.582703763205526e-27,0.0012331430582634998
100.0,3.576843641824092e-27,0.10358921008537372
101.0,3.570804975947968e-27,0.05364848853330069
102.0,3.564796966332754e-27,0.059243286712493376
103.0,3.558704226526005e-27,0.021924034734224676
104.0,3.5529285735144004e-27,0.06554297771677303
105.0,3.54764722919218e-27,0.04076379066057885
106.0,3.542480486277875e-27,0.007063689004706825
107.0,3.537066033930645e-27,0.07570564737612591
108.0,3.5310582086028016e-27,0.008193428324910759
109.0,3.5250026701991676e-27,0.04292843508723899
