time,normalised_flux [arbitary unit],error
0.0,0.5721057458408237,0.02874869244913629
1.0,0.5662414533105254,0.0514606016780235
2.0,0.5605437976104506,0.0007082632369506585
3.0,0.555011670633684,0.01690566502216768
4.0,0.5496195602185785,0.010752509923640219
5.0,0.5442155435592672,0.021830180715782563
6.0,0.5387105255743322,0.0592392249436593
7.0,0.5330210051970262,0.060670542093177265
8.0,0.5272832568505681,0.004851106589834307
9.0,0.5215371811149865,0.01993464796292734
10.0,0.5158406862645368,0.0170501751501767
11.0,0.510336531995469,0.02924512076051718
12.0,0.5051157860209597,0.041636894957201985
13.0,0.5002586935691548,0.018165278588439884
14.0,0.49576297245458645,0.05706728131386412
15.0,0.49164291855708836,0.01673744901080692
16.0,0.4878926116665128,0.07392902130345022
17.0,0.48453473349025433,0.03047455090377217
18.0,0.48156262368846015,0.044683726211698305
19.0,0.47896834174091407,0.012780673673082492
20.0,0.4765762574012648,0.009758325062339349
21.0,0.4743006588945748,0.03318502014731524
22.0,0.47205402724207973,0.04880940876146024
23.0,0.46980765579179123,0.025861683527737517
24.0,0.46751982639418677,0.05252523206672473
25.0,0.46516514936349235,0.05175895918729522
26.0,0.4626764531692833,0.04764125674706102
27.0,0.4600228071584691,0.03325258118326759
28.0,0.45717724059921755,0.025764864909860314
29.0,0.45417662116170976,0.02557176687567332
30.0,0.45103330930365254,0.02568594799040812
31.0,0.44776655232382034,0.00671294575355429
32.0,0.4443191029587461,0.020279127045767995
33.0,0.44067555044261514,0.049353706804046854
34.0,0.4368164757159779,0.05519926743861379
35.0,0.43256583425211276,0.03953058097043975
36.0,0.42783922154235604,0.0051575892510212825
37.0,0.42255800727479126,0.029455413037704
38.0,0.41699946591260645,0.020884962599449282
39.0,0.4112729576535987,0.05829244420095603
40.0,0.4055097233119914,0.04829860097527336
41.0,0.39973664120812036,0.003731951832303874
42.0,0.3940186265710794,0.052696149308562396
43.0,0.38839476891757213,0.043029521820769745
44.0,0.3826702855459367,0.054685266176557216
45.0,0.3767566868580648,0.07328304767770298
46.0,0.37055658678773173,0.003157128819060155
47.0,0.3643532074936546,0.01218190220208374
48.0,0.3582415954385483,0.026100237633142145
49.0,0.35234092702955144,0.02628713176978688
50.0,0.34652728319258247,0.017557603799948206
51.0,0.34079352255265694,0.009484517136115526
52.0,0.3351069426105642,0.056164707550688635
53.0,0.32959629795764805,0.04541649176987993
54.0,0.3242963155326542,0.03160792420007496
55.0,0.31924810251467,0.011488977792057858
56.0,0.31460779207511025,0.02196788223120456
57.0,0.3104568415662574,0.056678241002693114
