time,normalised_flux [arbitary unit],error
0.0,0.6719811120484994,0.04816569676641905
1.0,0.6651354781912303,0.0019297526524578949
2.0,0.659200443692623,0.011251643906401928
3.0,0.6539628639741394,0.001974884098036421
4.0,0.6490988436153382,0.030757153414129136
5.0,0.6437304852697421,0.022010466260890402
6.0,0.6373785617340523,0.0888938793006176
7.0,0.6297057841750241,0.054936859283589524
8.0,0.6215146947495338,0.05558965767942982
9.0,0.61319163065273,0.07293510562376083
10.0,0.6051930672995253,0.027997078937422443
11.0,0.5982869528680297,0.044780224480925425
12.0,0.5928685471844277,0.02508969593681941
13.0,0.589143537879476,0.016397604583205008
14.0,0.5868331366404104,0.006947006768693086
15.0,0.5856979752150127,0.016571092048088487
16.0,0.5854285494696968,0.04515047854563224
17.0,0.5859129688728618,0.05750177601742023
18.0,0.5869806964646117,0.09570028815113164
19.0,0.5885279138157385,0.02270576249826453
20.0,0.5897218095659136,0.058870841534510936
21.0,0.5902124723785152,0.017724250105640087
22.0,0.589693259673126,0.0575683892648137
23.0,0.5881894277937999,0.053685732272683466
24.0,0.5857170077948476,0.014600318564028242
25.0,0.582405564216715,0.07014327634434098
26.0,0.5781965795436217,0.07528522312526673
27.0,0.5731827665178268,0.018254144353381487
28.0,0.5674372867921085,0.04098771907051215
29.0,0.5612898698389646,0.034993402548619525
30.0,0.5549124198386418,0.019021202140200547
31.0,0.5484716172202669,0.023564883510697448
32.0,0.5417427533764452,0.02502865786653796
33.0,0.5346753493354851,0.010177438467513704
34.0,0.5271894995335618,0.04858310481038089
35.0,0.5184805050416184,0.02716198191076047
36.0,0.5082248768533222,0.06786946956256361
37.0,0.49618708696925934,0.050483131810972616
38.0,0.48385299582925834,0.08104055402021776
39.0,0.4718992261043082,0.02638620217310471
40.0,0.46103540123182307,0.04186108036822053
41.0,0.45135278498878967,0.09495056477273406
42.0,0.44297794460307105,0.002777636568722392
43.0,0.43579385019120515,0.03707340187113583
44.0,0.42854424002480185,0.050595775591189746
45.0,0.4205450040548608,0.009332692366044905
46.0,0.41121252739935504,0.04109978365378847
47.0,0.4019054402479764,0.013131710607272069
48.0,0.3931727849658953,0.0025869356487045123
