time,normalised_flux [arbitary unit],error
0.0,0.5179952167138673,0.03739634703153307
1.0,0.5195369581286322,0.02285872976489646
2.0,0.521073765648391,0.005038089098187449
3.0,0.522610509226046,0.0719176813896442
4.0,0.5241974672382902,0.07000944750486356
5.0,0.5256962379896711,0.09773601960135292
6.0,0.5271836246507347,0.03794282770922594
7.0,0.5287898478885285,0.005971311442482617
8.0,0.5304086114442518,0.03682050674406533
9.0,0.5320156378357982,0.03329357517209316
10.0,0.5335676961046053,0.0026055559900338625
11.0,0.535222263773452,0.007100742050878363
12.0,0.5370154794182067,0.0600411903978246
13.0,0.5389877413320795,0.0007064395641446764
14.0,0.5412173099181857,0.008614088911030606
15.0,0.5437235267985946,0.05092512290612175
16.0,0.5464975743890189,0.018127765205580897
17.0,0.5494051939594363,0.010964054713184448
18.0,0.552476307015775,0.03426705930958046
19.0,0.5557838951429033,0.050548289059316937
20.0,0.559191747428664,0.0036019485106836002
21.0,0.5627024209075044,0.026588586658502694
22.0,0.5663355658710815,0.013024457360391251
23.0,0.5701027722023091,0.010871530246656975
24.0,0.5739711119668638,0.04930461632307606
25.0,0.5778898733274788,0.015998717500467653
26.0,0.5818847614679508,0.0019660949272413243
27.0,0.5859601196714901,0.07571104743380838
28.0,0.5901286179944619,0.09367064491030336
29.0,0.5943593317501005,0.04281529376414711
30.0,0.5985904916862298,0.03697100486855004
31.0,0.6027317620800341,0.046099919360128916
32.0,0.6068237472657902,0.04445468471825667
33.0,0.610890387555529,0.02733157603825939
34.0,0.6149844158028868,0.028038249079872818
35.0,0.6189969842674776,0.04086403175103018
36.0,0.6229209289564089,0.011732796248339013
37.0,0.6267494697212936,0.0717794585319339
38.0,0.6304407726342277,0.027341003864580327
39.0,0.6340529805440313,0.006238192177182794
40.0,0.6376901956031772,0.031413761678433946
41.0,0.6413300724235306,0.012562493604045658
42.0,0.6449911391197549,0.0020279734244412866
43.0,0.6486769405749617,0.024834430999759436
44.0,0.652299180737399,0.035963224409823184
45.0,0.6558597363478897,0.02560903809651548
46.0,0.6593808328231578,0.013934161579685045
47.0,0.6627734493655125,0.11638577254287473
48.0,0.66603067936995,0.08662320665024256
49.0,0.6691586058409026,0.006775282213394897
50.0,0.6721041646734948,0.047035146813023544
51.0,0.6748942063912283,0.08892531277719001
52.0,0.6775810155992161,0.10325754648464341
53.0,0.6801866793223736,0.058749419603004144
54.0,0.6827098253396001,0.0032232696819449063
55.0,0.6851319522901468,0.016726154614799503
56.0,0.6874900150076964,0.013796735904754177
57.0,0.6897368622865794,0.045193469286422094
58.0,0.6918004301048414,0.003689677182936373
59.0,0.6936093827744036,0.08572602040150118
60.0,0.6951801310506618,0.00024732257756383705
61.0,0.6965676044774918,0.022904015156389904
62.0,0.6977795394598169,0.04469658763157153
63.0,0.698861188055808,0.07804794604568296
64.0,0.6998658518902365,0.059988035343413106
65.0,0.700962618909413,0.06785558371702761
66.0,0.7021903565224071,0.010738758865691728
67.0,0.7035580294845241,0.030207515867369607
68.0,0.7049524163899306,0.024135143354012695
69.0,0.7063956931250039,0.021315653306572657
70.0,0.7079346368341277,0.01790269723278303
71.0,0.7093990054989583,0.10478003510800882
