time,flux [mJy],error
0.0,6.695592366914633e-34,0.0004782838695461686
1.0,6.6993337912075366e-34,0.020077232503689535
2.0,6.702911091953888e-34,0.024763788595978893
3.0,6.70627347744938e-34,0.09847788346721516
4.0,6.7094621163316695e-34,0.0495233014331605
5.0,6.71238716854388e-34,0.00021737837154830447
6.0,6.715245329858942e-34,0.019164796038577948
7.0,6.717817109034229e-34,0.07962021954843346
8.0,6.720045311683299e-34,0.0080935987469101
9.0,6.721963359074797e-34,0.05619114679358725
10.0,6.723540140105477e-34,0.01728450224278985
11.0,6.7250797213391944e-34,0.03794763500647921
12.0,6.726585675961532e-34,0.012790338669314526
13.0,6.728032151536649e-34,0.005515341284766471
14.0,6.729271741689037e-34,0.016740385064533465
15.0,6.730511322091873e-34,0.01082912512125744
16.0,6.7315446887809266e-34,0.08579100401247786
17.0,6.732232378594785e-34,0.11185312920151357
18.0,6.732838678924367e-34,0.036133991488392116
19.0,6.733316342312971e-34,0.007230478031165018
20.0,6.73378249465593e-34,0.017758655340488587
21.0,6.734230693705367e-34,0.03957378477780274
22.0,6.734765626423375e-34,0.051989337174646016
23.0,6.735240086887542e-34,0.018507293792861486
24.0,6.7355590079641945e-34,0.07664313158698105
25.0,6.7358760821794295e-34,0.008559037318699782
26.0,6.7360196267326505e-34,0.004502067909960448
27.0,6.7359520773030145e-34,0.007666247773167491
28.0,6.735658230505522e-34,0.03635376823012395
29.0,6.735174190185701e-34,0.00856325158073105
30.0,6.734459446367227e-34,0.0621553094664139
31.0,6.733374648679815e-34,0.01379606221851543
32.0,6.731956853644351e-34,0.07375969944496723
33.0,6.729977525088239e-34,0.008818154923724819
34.0,6.727711661089409e-34,0.18180508501267523
35.0,6.724929302768641e-34,0.07621492807301689
36.0,6.721648244488755e-34,0.0013988184651635767
37.0,6.717999454287161e-34,0.048019500641717935
38.0,6.71392624353438e-34,0.058998615779724484
39.0,6.70974240078035e-34,0.013634974327770872
40.0,6.705215097923161e-34,0.011654435241810762
41.0,6.700531781492087e-34,0.034133769131364254
42.0,6.6957063489732085e-34,0.052356067593564364
43.0,6.6906193448156275e-34,0.05994582764073503
44.0,6.685452249929951e-34,0.020233060217827586
45.0,6.680160224846522e-34,0.03732737837595377
46.0,6.674880127961541e-34,0.04178302522288102
47.0,6.669685474245438e-34,0.053218646778620496
48.0,6.664826928523774e-34,0.017115651923952233
49.0,6.660341786061004e-34,0.06776296801762252
50.0,6.65609382298933e-34,0.002689288866626678
51.0,6.6520673819939375e-34,0.07767211453981185
52.0,6.648393102687793e-34,0.029779890398319322
53.0,6.645038082502289e-34,0.057166405040663996
54.0,6.642007400697461e-34,0.011329341180481418
55.0,6.639009130936845e-34,0.010274236550388166
56.0,6.6361258495210355e-34,0.07244036091813733
57.0,6.633221506576398e-34,0.047140299268318045
