time,normalised_flux [arbitary unit],error
0.0,0.48348343940050365,0.09693308054633926
1.0,0.4803449645526009,0.013580765045963856
2.0,0.4771310107622521,0.12493998497415529
3.0,0.4738181294753675,0.03994325567644827
4.0,0.47042784163313156,0.08676197962432103
5.0,0.46697022478932304,0.04244077354254991
6.0,0.4635067881998905,0.01202579572630415
7.0,0.46007538165385103,0.00011301727190723569
8.0,0.45655864351956826,0.04282588448847717
9.0,0.4529146511963639,0.08827681663195076
10.0,0.4493524930469652,0.001138983060173345
11.0,0.44594308636178837,0.05839341496891364
12.0,0.44271398105571313,0.0798873091687955
13.0,0.43972277978723945,0.0306888198044469
14.0,0.4367627427694986,0.007804498443986442
15.0,0.43374484563149185,0.061246319954012765
16.0,0.4309432336538986,0.053456603269702446
17.0,0.42843230140456556,0.04001335542760899
18.0,0.42635954244896973,0.04539742914699063
19.0,0.4248520436761378,0.02906198055442154
20.0,0.42393257744286195,0.030482824201119585
21.0,0.42364880283442197,0.042070039431694795
22.0,0.42384558850771276,0.04287328382229869
23.0,0.42443812881871384,0.04097494422405302
24.0,0.4252169717271245,0.0958311363746364
25.0,0.42603557118152036,0.06240665861846222
26.0,0.42702815228925417,0.006381011026507737
27.0,0.4282104954363456,0.06013608291784468
28.0,0.4294442220582525,0.031422104615437395
29.0,0.4306995011805311,0.0919440456602244
30.0,0.4321427112139596,0.03765470733000516
31.0,0.43382622804338955,0.02905164033123773
32.0,0.43567873864261797,0.009918986935729329
33.0,0.43769615871367323,0.1234991011125918
34.0,0.4399582889865122,0.029350837096429855
35.0,0.44248652794000576,0.019867632695993658
36.0,0.4452224537330262,0.021677481802614897
37.0,0.44814831389561655,0.025014854650379614
38.0,0.4512848015089342,0.06184172554289091
39.0,0.45462696517738377,0.05096124398041577
40.0,0.45808444472783044,0.023611216998112833
41.0,0.46161678418448704,0.007149663765483522
42.0,0.4654038929720009,0.033218727927193714
43.0,0.4695100584717839,0.04995851327170677
44.0,0.47379878809754244,0.03615113409380904
45.0,0.4782424827413063,0.046213421669093535
46.0,0.4828312372917427,0.032817944351437305
47.0,0.4875283009577135,0.09073962616577384
48.0,0.4924849860676098,0.052405817088962914
49.0,0.49776255249074075,0.029819599253552473
50.0,0.5030254185563953,0.01580521935790258
51.0,0.5081514850460643,0.07852521347540298
52.0,0.5130102618147417,0.15241236941712327
53.0,0.5174660287741101,0.07455784356939665
54.0,0.5216857197748834,0.02810008449736362
55.0,0.5257151221871049,0.07881133707175475
56.0,0.5293646878993268,0.013961083371785504
57.0,0.5325979557315882,0.0009152278399818594
58.0,0.535755997854183,0.017137144868295123
59.0,0.5389661535098538,0.02162829754121632
60.0,0.5420695807334509,0.004209704077029311
61.0,0.5450601491173179,0.07798358814650103
62.0,0.5478660296679657,0.11977236592051062
63.0,0.5504234917116326,0.03325241982844439
64.0,0.5530025486572722,0.04582415899252287
65.0,0.5557066070377179,0.0349788345553251
66.0,0.5586029858546608,0.037963031244662826
67.0,0.561788782545078,0.09826997358333361
68.0,0.5653890065628856,0.10889364043814208
69.0,0.5694812307465189,0.06839640529982653
70.0,0.5739986129016424,0.015923616479989473
71.0,0.5789221490460372,0.06876870692076509
72.0,0.5839942425643435,0.02704359966294382
73.0,0.5890696969668808,0.06621131302264797
74.0,0.5943495776616021,0.0024312511074268814
75.0,0.5998661954829054,0.0737158455870261
76.0,0.6054092504496984,0.09529860000217669
77.0,0.6109265260094328,0.02292507544194322
78.0,0.6164896554878229,0.0678151248949147
79.0,0.6220944477854923,0.10513528813193779
80.0,0.6277610483417824,0.08080123404572928
81.0,0.6335076682632066,0.04055922835645198
82.0,0.6392154413326538,0.034165876363681034
83.0,0.6448362234198508,0.01715758385773646
84.0,0.6504108362679183,0.053396053950732686
85.0,0.6559302249580958,0.019836629191066338
86.0,0.661433137160634,0.06873811697686494
87.0,0.6669452420826806,0.09626205157296312
88.0,0.6724269753179785,0.07810717223534243
89.0,0.6778741649939181,0.017835169874521706
90.0,0.683089706932932,0.008046096668906075
91.0,0.687971594508342,0.022988872008969628
