time,normalised_flux [arbitary unit],error
0.0,0.47938316135282677,0.011816793372447808
1.0,0.4760099299768985,0.016771220569433577
2.0,0.47260688150382696,0.10084352741675982
3.0,0.46915805118755655,0.03270859812714965
4.0,0.4656768270965556,0.005047715497301358
5.0,0.4621694927414598,0.003987400476505941
6.0,0.45867587350646577,0.08110249700022522
7.0,0.4552189840981538,0.05639429099663647
8.0,0.45172072169146193,0.07821700165757536
9.0,0.4481540461001172,0.08663242667868783
10.0,0.44465592480772614,0.004861940906919164
11.0,0.4412717491735286,0.003412689510906885
12.0,0.4380175646946074,0.027286415374879237
13.0,0.43492808143437617,0.09526766701570738
14.0,0.43186639360188345,0.08817650070243838
15.0,0.4287748942133597,0.07757509215599089
16.0,0.42583329772074996,0.061019040218317194
17.0,0.4230900036466533,0.009006738217962605
18.0,0.42064092555842814,0.1346738829093954
19.0,0.4185686531954379,0.008576727341695177
20.0,0.4168877357922114,0.030147439124064007
21.0,0.41562891071272307,0.002865191476033358
22.0,0.4146922631727348,0.11786713312174364
23.0,0.41402863975279147,0.010416682803770972
24.0,0.4135118513034939,0.022582663203915013
25.0,0.41305961032159166,0.012085375807890495
26.0,0.41277103926165654,0.02331621744474916
27.0,0.4126610403862711,0.03163195006123932
28.0,0.412639305032267,0.006043876289573005
29.0,0.4126842219107802,0.010746936946447488
30.0,0.412899263139063,0.06719631850772065
31.0,0.4133127350371114,0.06375750385288755
32.0,0.41387349722023853,0.022526581812285833
33.0,0.4145771491697197,0.028781961843002024
34.0,0.4154780405670193,0.07031719021085141
35.0,0.41659427150126427,0.07439010419978298
36.0,0.41789293054583115,0.025190631914022807
37.0,0.4193672557477772,0.049201177504427956
38.0,0.4210339668437666,0.054221577555805235
39.0,0.42289164917738853,0.013920863503208697
40.0,0.424881267273432,0.022077556315464864
41.0,0.426974255133096,0.005814251082646228
42.0,0.4292842527247376,0.008789107576299532
43.0,0.4318487132294734,0.03705712757624379
44.0,0.43457562200594224,0.01834409470581273
45.0,0.43744661839674714,0.03602872235161021
46.0,0.4404560787688786,0.02512009438014323
47.0,0.443582124197938,0.010311283811729305
