time,flux [mJy],error
0.0,1.5231846785913156e-27,0.023158154484867036
1.0,1.5276272356067581e-27,0.027266369162544952
2.0,1.532069792622201e-27,0.06108185053411291
3.0,1.543179873388537e-27,0.06305083351228039
4.0,1.5542899541548733e-27,0.018616539500078286
5.0,1.5632592521814278e-27,0.03528381902563827
6.0,1.5722285502079823e-27,0.027496365438819066
7.0,1.565912001718868e-27,0.07037864059684204
8.0,1.5595954532297538e-27,0.012356434549095172
9.0,1.5636382669448794e-27,0.009983048878269535
10.0,1.5676810806600048e-27,0.03207122743789502
11.0,1.5657978804336825e-27,0.10411492358888857
12.0,1.5639146802073604e-27,0.052863902455220324
13.0,1.5623136303547424e-27,0.012154884237443563
14.0,1.5607125805021243e-27,0.04838578647500344
15.0,1.56187211255266e-27,0.013942041941436832
16.0,1.5630316446031955e-27,0.0028897054848267866
17.0,1.562754595836029e-27,0.033733666186333576
18.0,1.5624775470688624e-27,0.0384391397958785
19.0,1.5691883204801218e-27,0.008550092076820509
20.0,1.575899093891381e-27,0.011541246602574317
21.0,1.578823577628247e-27,0.07004453948706306
22.0,1.5817480613651128e-27,0.07827713091507368
23.0,1.581224797261793e-27,0.11449682418812457
24.0,1.5807015331584732e-27,0.05987923483565234
25.0,1.581902764564357e-27,0.038286645582500445
26.0,1.5831039959702409e-27,0.08029625618415956
27.0,1.5837015757815583e-27,0.03465877420051371
28.0,1.5842991555928757e-27,0.03007505731521576
29.0,1.5910740600176548e-27,0.07818655457338959
30.0,1.5978489644424339e-27,0.017926272302674986
31.0,1.5954743081370915e-27,0.08673384463175182
32.0,1.5930996518317492e-27,0.021361189971655647
33.0,1.5935195742233794e-27,0.0328646142550451
34.0,1.5939394966150097e-27,0.036041142483951606
35.0,1.5881322612629901e-27,0.02085205687510638
36.0,1.5823250259109705e-27,0.08492532264465698
37.0,1.5675407869203304e-27,0.030349192027888907
38.0,1.5527565479296904e-27,0.009928714106991423
39.0,1.5552654545472442e-27,0.06700507401248242
40.0,1.5577743611647981e-27,0.007744332234340809
41.0,1.5613729686497139e-27,0.05532371908540421
42.0,1.5649715761346298e-27,0.06825533475403887
43.0,1.5599575106410778e-27,0.06469155257709573
44.0,1.5549434451475256e-27,0.005641861864225834
45.0,1.5660521825595384e-27,0.020762025157320993
46.0,1.577160919971551e-27,0.09315978587220539
47.0,1.5682678341528864e-27,0.03499028898855013
48.0,1.5593747483342218e-27,0.03927139696461377
49.0,1.5585986101812451e-27,0.03872434397453421
50.0,1.5578224720282686e-27,0.055150496277573915
51.0,1.5558151869635857e-27,0.03407660485648683
52.0,1.553807901898903e-27,0.03383347149089958
53.0,1.5609959622438705e-27,0.036313670026185456
54.0,1.5681840225888379e-27,0.008526721776696672
55.0,1.5749364909828502e-27,0.07544289355700287
56.0,1.5816889593768625e-27,0.07388074322548975
57.0,1.5813434518381467e-27,0.002932402235974663
58.0,1.580997944299431e-27,0.05503476975809607
59.0,1.5818469529545842e-27,0.037101809658155065
60.0,1.5826959616097373e-27,0.08293873383587905
61.0,1.5767854266021272e-27,0.006026226119833375
62.0,1.5708748915945174e-27,0.00010046993320860017
63.0,1.5592183613901207e-27,0.11106415095695328
64.0,1.5475618311857241e-27,0.05167024168446016
65.0,1.5447674118169752e-27,0.03583890384798311
66.0,1.5419729924482263e-27,0.03837667396728228
67.0,1.541904409190507e-27,0.02114878377051475
68.0,1.5418358259327875e-27,0.09271464426733866
69.0,1.5474927230406043e-27,0.008976003894877009
70.0,1.5531496201484213e-27,0.019752576366136858
71.0,1.5585809824955363e-27,0.008969283216378994
72.0,1.5640123448426512e-27,0.013387579050378441
73.0,1.560896220410735e-27,0.010729517736103398
74.0,1.5577800959788188e-27,0.049419645200005566
75.0,1.5551594674635967e-27,0.03047952723505253
76.0,1.5525388389483745e-27,0.04201783363228441
77.0,1.5459759501195668e-27,0.13636360690561838
78.0,1.5394130612907593e-27,0.12920110776206245
79.0,1.5309591638234593e-27,0.021437354183191343
80.0,1.5225052663561595e-27,0.042229455380106695
81.0,1.5126402381315156e-27,0.026990697555210094
82.0,1.5027752099068718e-27,0.006053550090945275
83.0,1.5125375932646044e-27,0.04689128417725141
84.0,1.522299976622337e-27,0.01658992945242965
85.0,1.518814805921227e-27,0.0549804971559433
86.0,1.5153296352201171e-27,0.002079750721530014
87.0,1.512273294344372e-27,0.016196550147194705
88.0,1.5092169534686267e-27,0.016976834729606743
89.0,1.5018592867924952e-27,0.031681402784568324
90.0,1.494501620116364e-27,0.03595800748267461
91.0,1.4980660453122998e-27,0.03879878991062499
92.0,1.5016304705082358e-27,0.008544975070582382
93.0,1.4923994500713934e-27,0.17401653383906152
94.0,1.4831684296345511e-27,0.04603410300197168
95.0,1.4815314096106544e-27,0.02024275648262766
96.0,1.4798943895867578e-27,0.05377748386187351
97.0,1.4746403712582234e-27,0.044141689152997515
98.0,1.4693863529296887e-27,0.029787139847558958
99.0,1.471039179506322e-27,0.10641901228853022
100.0,1.4726920060829551e-27,0.025052044014451783
101.0,1.4695372555579341e-27,0.02190400108688487
102.0,1.4663825050329133e-27,0.0072571134083808195
103.0,1.4597001085364099e-27,0.0027413481268031776
104.0,1.4530177120399065e-27,0.03973290699887382
105.0,1.4525690200464614e-27,0.07869095832533704
106.0,1.4521203280530163e-27,0.02119156583848968
107.0,1.4541111317407123e-27,0.0568905777529812
108.0,1.4561019354284081e-27,0.11701174628233793
109.0,1.456137105391956e-27,0.013105788236735956
110.0,1.4561722753555038e-27,0.029623347558924637
111.0,1.4574647032840349e-27,0.03208446816706613
112.0,1.4587571312125658e-27,0.004997434899964952
113.0,1.4550385259906533e-27,0.003967414015335667
114.0,1.4513199207687408e-27,0.06046676727604568
115.0,1.449099411117891e-27,0.030910522569030454
116.0,1.4468789014670411e-27,0.006114427304052138
117.0,1.443037591176781e-27,0.05741607793230377
118.0,1.4391962808865208e-27,0.06265046275446566
119.0,1.4370750175948933e-27,0.041682089287106844
120.0,1.434953754303266e-27,0.029267765863933204
121.0,1.4304434371313666e-27,0.0430927273001018
122.0,1.425933119959467e-27,0.0506181294082366
123.0,1.416616612321545e-27,0.013549888590416549
124.0,1.407300104683623e-27,0.05904456665107225
125.0,1.4082575613127818e-27,0.05333395255572827
126.0,1.4092150179419407e-27,0.027050999984484903
127.0,1.407072071550857e-27,0.01209005698511123
128.0,1.4049291251597733e-27,0.0032522723870016396
129.0,1.39626728787642e-27,0.06843723732617456
130.0,1.3876054505930666e-27,0.03321962456293447
131.0,1.3902175909631869e-27,0.06117998184295027
132.0,1.3928297313333072e-27,0.06153085356926276
133.0,1.3881033359163097e-27,0.018551446090260316
134.0,1.383376940499312e-27,0.11815245203415532
135.0,1.3838278402988225e-27,0.004117911998514054
136.0,1.384278740098333e-27,0.06796278610139221
137.0,1.3883329830681219e-27,0.0013038889663421723
138.0,1.392387226037911e-27,0.021673235410680936
139.0,1.3931876369898732e-27,0.011795004167417017
140.0,1.3939880479418357e-27,0.08295294403679887
141.0,1.4001635392144248e-27,0.0335447701755944
142.0,1.4063390304870141e-27,0.051870594463758905
143.0,1.399775125396353e-27,0.029473136459707158
144.0,1.3932112203056919e-27,0.006951479332178697
145.0,1.395463154998512e-27,0.023062797600366166
146.0,1.3977150896913318e-27,0.05790749336672079
147.0,1.3941415032409742e-27,0.03189608103416675
148.0,1.3905679167906167e-27,0.02616939179985004
149.0,1.386051433129535e-27,0.012267618571974843
150.0,1.3815349494684536e-27,0.03343333468861195
151.0,1.3786359499110277e-27,0.013647707142063368
152.0,1.3757369503536016e-27,0.002914380072458131
153.0,1.374302090732767e-27,0.00820702796670414
154.0,1.3728672311119325e-27,0.1334677193936423
155.0,1.3734119282128154e-27,0.035874923723969186
156.0,1.3739566253136981e-27,0.05544341094039972
157.0,1.3679838206063727e-27,0.026647867141875482
158.0,1.3620110158990472e-27,0.0022227876684390506
159.0,1.3671317574349906e-27,0.02954199938856017
160.0,1.3722524989709341e-27,0.08502617869635642
161.0,1.3749841541984826e-27,0.007045393349625524
162.0,1.3777158094260308e-27,0.05834931897185646
163.0,1.3697394181006457e-27,0.03414940884684733
164.0,1.3617630267752605e-27,0.008729590946427952
165.0,1.370016670723384e-27,0.014323729550137942
166.0,1.3782703146715073e-27,0.09167525991076665
167.0,1.3885848370076208e-27,0.023992271862783812
168.0,1.3988993593437341e-27,0.0177802272003493
169.0,1.4052514353773667e-27,0.02633865873980943
170.0,1.411603511410999e-27,0.023008611398571757
171.0,1.4106269442563671e-27,0.029355391839036613
172.0,1.409650377101735e-27,0.0028977204667430243
173.0,1.4039385835760458e-27,0.052874298074848475
174.0,1.3982267900503566e-27,0.04849538603297386
175.0,1.4039207107409898e-27,0.0073728071564128795
176.0,1.4096146314316228e-27,0.04609161794028822
177.0,1.4074615325478698e-27,0.059474419160808735
178.0,1.4053084336641166e-27,0.03033371680763306
179.0,1.4118497822705087e-27,0.04120225664842036
180.0,1.4183911308769007e-27,0.030681128652979096
181.0,1.4194377772449658e-27,0.03203462307948328
182.0,1.420484423613031e-27,0.06349526334899223
183.0,1.4256125635554275e-27,0.039858563811514106
184.0,1.430740703497824e-27,0.03873169050635372
185.0,1.4324929520318934e-27,0.04720183754511822
186.0,1.4342452005659627e-27,0.0006652593747980321
187.0,1.4378404185083066e-27,0.016328464731098707
188.0,1.4414356364506503e-27,0.057257291434426795
189.0,1.441271715446978e-27,0.13496031596360678
190.0,1.4411077944433058e-27,0.0573583554385381
191.0,1.45040955040778e-27,0.0826341108187964
192.0,1.4597113063722542e-27,0.008183273150328413
193.0,1.4600439179403619e-27,0.0377895428622341
194.0,1.4603765295084697e-27,0.05356200758307102
195.0,1.4621709025268867e-27,0.045290104650673214
196.0,1.4639652755453037e-27,0.030080695808375975
197.0,1.4736304980186118e-27,0.09142063521339024
198.0,1.48329572049192e-27,0.08544348166915436
199.0,1.4756077212762811e-27,0.007194799694397701
200.0,1.4679197220606421e-27,0.04871719943979039
201.0,1.4607479439456487e-27,0.05877832462693849
202.0,1.4535761658306553e-27,0.03426723316727059
203.0,1.4584411898493903e-27,0.04902570248568323
204.0,1.4633062138681253e-27,0.03663384159000504
205.0,1.4566847133794721e-27,0.03390924220239484
206.0,1.450063212890819e-27,0.04859022057613965
207.0,1.4601450865877777e-27,0.07093923929604462
208.0,1.4702269602847362e-27,0.07957894232401659
209.0,1.4676069759669473e-27,0.0819296611804628
210.0,1.4649869916491583e-27,0.034099525131446054
211.0,1.4606230760777756e-27,0.04724834630065223
212.0,1.456259160506393e-27,0.10985917790566752
213.0,1.4661887693192963e-27,0.030567955711496182
214.0,1.4761183781321996e-27,0.059104253825211145
215.0,1.4835549332252058e-27,0.01844995105404137
216.0,1.4909914883182121e-27,0.0775663834758105
217.0,1.500390240758638e-27,0.02953388403355103
218.0,1.509788993199064e-27,0.023835608226037367
219.0,1.5139349481724816e-27,0.041016565043409885
220.0,1.518080903145899e-27,0.054440130093829586
221.0,1.5127503258455998e-27,0.05790723968154568
222.0,1.507419748545301e-27,0.07779073634193621
223.0,1.5169336176195674e-27,0.05697620806635802
224.0,1.526447486693834e-27,0.04435369758640966
225.0,1.524222264422444e-27,0.009294912374418561
226.0,1.521997042151054e-27,0.013485290754303934
227.0,1.5255080035403489e-27,0.04548182783100512
228.0,1.529018964929644e-27,0.015347593077867597
229.0,1.5332541057758567e-27,0.06079810505001131
230.0,1.5374892466220694e-27,0.012322379161037011
231.0,1.5357914119015302e-27,0.019314766450570342
232.0,1.534093577180991e-27,0.016123719263935642
233.0,1.5365183426743907e-27,0.01222025332144113
234.0,1.5389431081677902e-27,0.03412342215581691
235.0,1.5429774168385896e-27,0.004995603942820579
236.0,1.547011725509389e-27,0.03401235688850575
237.0,1.5480820552349131e-27,0.059190520646102356
238.0,1.5491523849604375e-27,0.02816069896250168
239.0,1.5423414318083077e-27,0.03185696570803318
240.0,1.5355304786561779e-27,0.051265520224163086
241.0,1.5362619323681756e-27,0.017356940597030062
242.0,1.5369933860801733e-27,0.07105554728632395
243.0,1.5431953636931112e-27,0.015795811122763303
244.0,1.5493973413060493e-27,0.02873118797880026
245.0,1.54474265179212e-27,0.007318782182726781
246.0,1.5400879622781908e-27,0.025997355708011774
247.0,1.5384011504392186e-27,0.02190642097746165
248.0,1.5367143386002464e-27,0.04719999108186615
249.0,1.5335284817287431e-27,0.055851524596431945
250.0,1.5303426248572397e-27,0.0806113014954998
251.0,1.5393768779248653e-27,0.07884816494567472
252.0,1.548411130992491e-27,0.06953569836738074
253.0,1.551049070746671e-27,0.05999779702105456
254.0,1.553687010500851e-27,0.06511183460064082
255.0,1.5548774879053554e-27,0.03170330898852572
256.0,1.5560679653098598e-27,0.004979799954643509
257.0,1.5509663819775157e-27,0.08199975533701076
258.0,1.5458647986451715e-27,0.030597499591540445
259.0,1.5478108265947052e-27,0.006903820644376915
260.0,1.549756854544239e-27,0.031188137941382862
261.0,1.5452075878179284e-27,0.055083412171126944
262.0,1.5406583210916177e-27,0.09678221705867543
263.0,1.5399349230423292e-27,0.028173053711174758
264.0,1.5392115249930408e-27,0.023246534924025584
265.0,1.53493895245571e-27,0.02844725029194491
266.0,1.5306663799183793e-27,0.034532071713986826
267.0,1.533446769265056e-27,0.052140221997408344
268.0,1.5362271586117325e-27,0.04908125927591375
269.0,1.5384376194291041e-27,0.004720402976667094
270.0,1.5406480802464756e-27,0.04512771951388998
271.0,1.5386447639539779e-27,0.04966140454710922
272.0,1.5366414476614802e-27,0.036236370192756176
273.0,1.5378865103960717e-27,0.08030292756523721
274.0,1.5391315731306633e-27,0.030260996213749603
275.0,1.5324223972751943e-27,0.0037301294345307074
276.0,1.5257132214197255e-27,0.013463972860344628
277.0,1.5169725341091918e-27,0.004181179655640944
278.0,1.5082318467986582e-27,0.03147421224214033
279.0,1.5099009146114393e-27,0.011774652960431665
280.0,1.5115699824242204e-27,0.017445582980742058
281.0,1.5117627027316716e-27,0.07454859397430222
282.0,1.5119554230391229e-27,0.11282578351054978
283.0,1.5146420682265922e-27,0.05500586550536646
284.0,1.5173287134140615e-27,0.005958293411362609
