time,normalised_flux [arbitary unit],error
0.0,0.5254906114140268,0.02283916104691405
1.0,0.5235186742764817,0.00291711694579294
2.0,0.5210264738050423,0.02443031530560342
3.0,0.5179933296190907,0.09553906809221241
4.0,0.514532376091043,0.020521358143198887
5.0,0.5107212872201181,0.035610450340986914
6.0,0.506779926634751,0.005997860825494467
7.0,0.5028453590077258,0.03526334516270891
8.0,0.4985975380840295,0.006914086740068364
9.0,0.4939447668743498,0.05964779669994327
10.0,0.48952463547007535,0.008704844845442105
11.0,0.4855510942061978,0.046416746249240984
12.0,0.4820950695340529,0.03991209809433638
13.0,0.47930017083928683,0.032116103112553966
14.0,0.476533002997824,0.05802426469239961
15.0,0.4735214061403172,0.05270546336020937
16.0,0.4710629099396003,0.03783804232740673
17.0,0.46935630568131365,0.007091217033458253
18.0,0.4687946043498356,0.06851402002305025
19.0,0.4696867792643172,0.14723024926475303
20.0,0.4720169595086177,0.07220090539984057
21.0,0.4758324091439377,0.00434308930802187
22.0,0.48059622172994904,0.023705333714750684
23.0,0.4860036783303747,0.04141576137127323
24.0,0.4914105841704422,0.04508469503403103
25.0,0.4963861532727362,0.009816940913664234
26.0,0.501336404137324,0.033890144395591536
27.0,0.5063122307243991,0.05587443735050706
28.0,0.5109187652383923,0.011586815744185255
29.0,0.5150941334734473,0.051411126050849736
30.0,0.5193562639433936,0.010025637151542172
31.0,0.5238865801789949,0.11096172875352339
32.0,0.5285023051756703,0.010089336683324294
33.0,0.5332179180092107,0.0024689168395429957
34.0,0.5382861307083033,0.06687758820146195
35.0,0.5437757031680053,0.023649503264487542
36.0,0.5495187629104836,0.03572303786537521
37.0,0.5554667549705598,0.04991747636452191
38.0,0.5616822549758502,0.030185900241546007
39.0,0.5681524258010783,0.09127370067072896
40.0,0.5746155554441766,0.012000132580027696
41.0,0.5809599113964466,0.011650898488356595
42.0,0.5877179604956148,0.12628110182316873
43.0,0.59507096877945,0.07087736174517044
44.0,0.602609271215119,0.01867718148685122
45.0,0.6102509243675631,0.08122788180716142
46.0,0.6179724874174967,0.010261795819929498
47.0,0.6256802730350404,0.03248707155794114
48.0,0.6338289266593621,0.020386921229264946
49.0,0.6425940439774641,0.011150709444383101
50.0,0.6509909058530959,0.037824047166230376
51.0,0.6586818338214051,0.004580645514529427
52.0,0.6653274796767257,0.054365528886896435
53.0,0.6705987692737527,0.013326874273869244
54.0,0.6750666079663045,0.0284230419844766
55.0,0.6789387859974719,0.03984211733485717
56.0,0.6817250429319827,0.08351722765581496
57.0,0.6833858231088346,0.04303682682375304
58.0,0.684978991103312,0.015919627413603348
59.0,0.6869084885676515,0.04829172964143635
60.0,0.688726669394551,0.002175601943320096
61.0,0.6904385215652864,0.025754807810331373
